OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Population,Households,Housing_Units,Vacancy_Rate,Pct_OwnerOccupiedUnits,White,African_American,AmerIn_AlaskaNative,Asian,NatHawaiian_PacIslander,Some_other_race,Two_or_more_races,Hispanic,OwnerOccupiedUnits,GroupQuartersPop,Age0_17,Age18_34,Age35_64,Age65andOver,OnePersonHouseholds,TwoPersonHouseholds,ThreePersonHouseholds,FourPersonHouseholds,FivePersonHouseholds,SixPersonHouseholds,SevenOrMorePersonHouseholds,SqMi,PopSqMi,Pop_2010,Pop_Change,MedianAge,SHAPESTArea,SHAPESTLength
2863,37,119,004304,2,371190043042,Block Group 2,"Block Group 2, Census Tract 43.04, Mecklenburg County, North Carolina",1052,369,377,0.02122016,0.36458333,161,693,0,0,19,179,0,237,369,0,366,151,412,123,129,74,85,40,27,14,0,0.5960775,1764.87117866,952,211,35.1,16617620.4567936,18636.6528896789
2864,37,119,005915,1,371190059151,Block Group 1,"Block Group 1, Census Tract 59.15, Mecklenburg County, North Carolina",2494,1233,1451,0.15024121,0.14055506,831,1458,4,32,0,21,148,350,1233,0,331,1088,950,125,581,428,152,63,9,0,0,0.42179685,5912.79901687,1495,602,32.1,11758974.3922773,14281.2218591873
2865,37,119,002701,3,371190027013,Block Group 3,"Block Group 3, Census Tract 27.01, Mecklenburg County, North Carolina",617,259,259,0,0.60747664,617,0,0,0,0,0,0,0,259,0,60,268,252,37,83,102,41,27,6,0,0,0.17585737,3508.52511896,489,-28,32.7,4902602.49285039,9624.98310791614
2866,37,119,001910,2,371190019102,Block Group 2,"Block Group 2, Census Tract 19.10, Mecklenburg County, North Carolina",1744,505,505,0,0.72727273,447,850,36,259,0,152,0,344,505,0,457,442,637,208,152,65,139,36,65,0,48,0.30832204,5656.42339419,1381,409,33.7,8595490.64366113,14474.1558068795
2867,37,119,002904,5,371190029045,Block Group 5,"Block Group 5, Census Tract 29.04, Mecklenburg County, North Carolina",1242,624,724,0.13812155,0.63436929,1153,88,0,0,0,1,0,6,624,70,225,107,366,544,304,217,28,60,15,0,0,0.51141873,2428.53835252,1328,-97,57.6,14257479.0065279,18680.703846056
2868,37,119,005914,1,371190059141,Block Group 1,"Block Group 1, Census Tract 59.14, Mecklenburg County, North Carolina",4009,1313,1406,0.06614509,0.51173285,1770,1676,0,294,0,97,172,682,1313,0,1292,951,1625,141,268,519,189,137,134,18,48,0.59446227,6743.90992047,1768,1217,30.2,16572590.566874,17040.4779627732
2869,37,119,003300,1,371190033001,Block Group 1,"Block Group 1, Census Tract 33, Mecklenburg County, North Carolina",1624,770,770,0,0.42980296,1392,141,0,51,0,0,40,26,770,0,261,700,520,143,277,332,96,60,5,0,0,0.35723059,4546.08324556,1374,143,32.7,9958977.52400742,12824.9091466624
2870,37,119,006210,1,371190062101,Block Group 1,"Block Group 1, Census Tract 62.10, Mecklenburg County, North Carolina",2585,1039,1068,0.02715356,0.70041152,2209,159,0,95,0,90,32,98,1039,0,661,264,1306,354,305,318,169,190,57,0,0,2.03425018,1270.73848901,2485,556,41.5,56711413.4627027,37739.9056926351
2871,37,119,003103,2,371190031032,Block Group 2,"Block Group 2, Census Tract 31.03, Mecklenburg County, North Carolina",2429,1045,1142,0.0849387,0.75646744,2214,60,0,127,0,0,28,297,1045,0,254,1231,703,241,334,385,262,64,0,0,0,0.7998319,3036.88812612,2113,370,31.4,22297944.5321926,23464.8272579894
2872,37,119,005621,3,371190056213,Block Group 3,"Block Group 3, Census Tract 56.21, Mecklenburg County, North Carolina",1118,480,480,0,0.39688042,551,446,0,8,0,106,7,101,480,0,311,282,453,72,155,169,72,84,0,0,0,2.05982223,542.76528514,940,358,34.5,57424318.229933,31574.6223572725
2873,37,119,003011,5,371190030115,Block Group 5,"Block Group 5, Census Tract 30.11, Mecklenburg County, North Carolina",1806,639,639,0,0.83476764,1637,99,0,61,0,9,0,37,639,0,534,193,667,412,92,272,86,140,49,0,0,0.4589402,3935.15320732,1323,52,40.9,12794467.3950408,17498.615816132
2874,37,119,005715,1,371190057151,Block Group 1,"Block Group 1, Census Tract 57.15, Mecklenburg County, North Carolina",2633,937,972,0.03600823,0.91398964,2209,234,0,10,0,172,8,315,937,0,543,623,1101,366,153,379,201,122,40,36,6,7.06365521,372.75318822,2526,223,39.2,196922617.558005,61949.8797979642
2875,37,119,005836,1,371190058361,Block Group 1,"Block Group 1, Census Tract 58.36, Mecklenburg County, North Carolina",2409,792,803,0.01369863,0.75174014,1776,468,0,86,0,8,71,424,792,0,625,480,1109,195,144,266,180,108,62,32,0,0.59221455,4067.78252915,2341,163,38.4,16509927.983509,19297.5175030289
2876,37,119,005604,1,371190056041,Block Group 1,"Block Group 1, Census Tract 56.04, Mecklenburg County, North Carolina",1917,722,911,0.20746432,0.23986486,904,730,0,167,0,33,83,65,722,214,95,1467,304,51,277,270,126,49,0,0,0,1.76162964,1088.19694927,1653,182,21.8,49111219.4187385,41628.1851005653
2877,37,119,002300,1,371190023001,Block Group 1,"Block Group 1, Census Tract 23, Mecklenburg County, North Carolina",485,203,241,0.15767635,0.35675676,59,372,0,0,0,50,4,67,203,0,196,100,157,32,111,18,33,21,20,0,0,0.13208957,3671.75091871,537,25,26.3,3682431.02279551,8363.62341279637
2878,37,119,003700,1,371190037001,Block Group 1,"Block Group 1, Census Tract 37, Mecklenburg County, North Carolina",1719,1076,1400,0.23142857,0,1084,542,0,33,0,44,16,38,1076,0,51,1038,564,66,575,468,18,15,0,0,0,0.23888327,7195.98320971,1141,449,31,6659656.63717988,10972.5600432303
2879,37,119,005714,3,371190057143,Block Group 3,"Block Group 3, Census Tract 57.14, Mecklenburg County, North Carolina",1382,481,481,0,0.8029661,1283,0,0,42,0,17,40,28,481,0,288,166,598,330,52,205,116,67,35,6,0,2.49332203,554.28058765,1158,116,47.7,69509550.9035816,42195.7626883931
2880,37,119,001100,2,371190011002,Block Group 2,"Block Group 2, Census Tract 11, Mecklenburg County, North Carolina",1667,670,677,0.01033973,0.72582973,1577,8,0,20,0,53,9,58,670,0,422,469,664,112,224,200,114,72,48,12,0,0.36542051,4561.8676412,1263,422,32.6,10187298.3412217,13482.8965565275
2881,37,119,001919,2,371190019192,Block Group 2,"Block Group 2, Census Tract 19.19, Mecklenburg County, North Carolina",1311,419,419,0,0.74186551,581,665,22,15,0,11,17,151,419,0,205,481,475,150,71,132,105,70,41,0,0,0.34751714,3772.47579788,1065,229,34.2,9688183.09148848,19067.1016233324
2882,37,119,006008,1,371190060081,Block Group 1,"Block Group 1, Census Tract 60.08, Mecklenburg County, North Carolina",1773,722,749,0.03604806,0.86594761,876,863,0,0,0,12,22,0,722,0,311,379,835,248,189,293,150,57,4,29,0,0.94249131,1881.18445357,1595,109,42.7,26275044.5449479,34405.0334569646
2883,37,119,001920,2,371190019202,Block Group 2,"Block Group 2, Census Tract 19.20, Mecklenburg County, North Carolina",2065,533,562,0.05160142,0.55447942,1005,595,0,10,0,455,0,938,533,0,731,522,677,135,93,89,134,99,46,34,38,0.46770753,4415.15234959,1220,191,28,13038885.5774373,16909.5139872454
2884,37,119,006009,1,371190060091,Block Group 1,"Block Group 1, Census Tract 60.09, Mecklenburg County, North Carolina",1668,555,565,0.01769912,0.69791667,661,619,17,130,0,204,37,190,555,0,502,242,757,167,155,109,110,142,39,0,0,1.33549794,1248.97234959,1389,75,40.5,37231396.8187014,28083.0796166879
2885,37,119,005610,2,371190056102,Block Group 2,"Block Group 2, Census Tract 56.10, Mecklenburg County, North Carolina",2044,940,1037,0.09353905,0.34961998,835,1079,10,45,0,75,0,260,940,0,403,786,686,169,484,256,63,82,27,15,13,0.4475776,4566.80584551,2238,12,32.3,12477697.5208656,15904.7923444494
2886,37,119,006213,1,371190062131,Block Group 1,"Block Group 1, Census Tract 62.13, Mecklenburg County, North Carolina",3936,1330,1374,0.03202329,0.95084897,3030,648,26,96,0,22,114,151,1330,0,1042,780,1643,471,160,430,468,194,16,23,39,13.33883256,295.07829732,3414,-9,37.5,371863822.040015,115406.329302649
2887,37,119,003700,2,371190037002,Block Group 2,"Block Group 2, Census Tract 37, Mecklenburg County, North Carolina",2157,929,1062,0.1252354,0.03016591,668,1338,0,0,0,123,28,134,929,5,677,978,453,49,339,304,189,64,33,0,0,0.74485818,2895.85327505,1204,341,26.9,20765371.0870137,19803.221991301
2888,37,119,004000,4,371190040004,Block Group 4,"Block Group 4, Census Tract 40, Mecklenburg County, North Carolina",1688,582,604,0.03642384,0.66987179,410,1118,0,0,0,51,109,174,582,10,340,413,745,190,188,182,76,43,85,8,0,2.36350731,714.19284081,1470,427,38.2,65890538.5866131,42702.7274948439
2889,37,119,005812,2,371190058122,Block Group 2,"Block Group 2, Census Tract 58.12, Mecklenburg County, North Carolina",2478,1217,1319,0.07733131,0.0336269,1468,675,0,132,0,152,51,475,1217,0,331,1339,668,140,587,370,134,126,0,0,0,2.41023341,1028.11619394,2590,-147,28.9,67193182.4485256,36150.1206370136
2890,37,119,005613,1,371190056131,Block Group 1,"Block Group 1, Census Tract 56.13, Mecklenburg County, North Carolina",3260,1173,1213,0.03297609,0.54358472,596,2209,0,160,0,245,50,411,1173,0,863,811,1312,274,266,528,166,108,53,20,32,2.20954755,1475.41518172,1820,1010,34.7,61598404.1304098,40723.1632115314
2891,37,119,006304,1,371190063041,Block Group 1,"Block Group 1, Census Tract 63.04, Mecklenburg County, North Carolina",516,263,263,0,0.84137931,489,0,0,0,0,12,15,12,263,0,99,33,253,131,113,95,11,44,0,0,0,3.16206602,163.18444863,604,6,53.1,88152988.59269,42728.0179179088
2892,37,119,003300,2,371190033002,Block Group 2,"Block Group 2, Census Tract 33, Mecklenburg County, North Carolina",1123,506,591,0.14382403,0.56306306,983,96,0,9,0,8,27,212,506,0,137,386,505,95,208,210,47,0,41,0,0,0.20771063,5406.56007832,880,40,36.2,5790616.83284375,9796.50039402164
2893,37,119,005711,2,371190057112,Block Group 2,"Block Group 2, Census Tract 57.11, Mecklenburg County, North Carolina",2202,987,1146,0.13874346,0.74626866,1845,175,0,148,0,9,25,27,987,89,299,452,726,725,297,476,92,105,0,17,0,2.18534564,1007.62092719,2051,360,52.2,60923696.1081854,38957.761167626
2894,37,119,005522,2,371190055222,Block Group 2,"Block Group 2, Census Tract 55.22, Mecklenburg County, North Carolina",2196,1108,1131,0.02033599,0.19371728,721,857,0,188,0,407,23,261,1108,0,334,748,892,222,537,271,172,128,0,0,0,0.4177744,5256.42547748,2543,-409,35.3,11646835.2686918,16414.0521070542
2895,37,119,001507,1,371190015071,Block Group 1,"Block Group 1, Census Tract 15.07, Mecklenburg County, North Carolina",2297,575,591,0.02707276,0.08860759,755,318,74,0,0,1064,86,1839,575,0,908,542,806,41,77,110,95,190,82,21,0,0.20028019,11468.93259888,1262,509,26.4,5583469.03813086,9515.27790522302
2896,37,119,003108,2,371190031082,Block Group 2,"Block Group 2, Census Tract 31.08, Mecklenburg County, North Carolina",2165,758,776,0.02319588,0.56801008,1403,544,8,85,0,61,64,770,758,0,512,754,745,154,220,262,100,101,41,16,18,0.45097592,4800.69978016,1945,361,30.8,12572436.8254111,14729.2317949698
2897,37,119,005521,1,371190055211,Block Group 1,"Block Group 1, Census Tract 55.21, Mecklenburg County, North Carolina",924,435,476,0.08613445,0.14804469,427,150,0,287,0,0,60,36,435,0,131,468,291,34,204,113,79,16,23,0,0,0.15461372,5976.18374359,551,305,28.1,4310365.94623633,9501.24994721695
2898,37,119,005621,1,371190056211,Block Group 1,"Block Group 1, Census Tract 56.21, Mecklenburg County, North Carolina",2375,889,945,0.05925926,0.9476678,1268,818,15,134,0,91,49,153,889,10,562,536,981,296,222,264,225,119,49,10,0,1.77540953,1337.71952886,2980,-715,38.6,49495378.9485838,31190.0611555898
2899,37,119,001910,3,371190019103,Block Group 3,"Block Group 3, Census Tract 19.10, Mecklenburg County, North Carolina",2044,496,548,0.09489051,0.53161593,459,684,0,645,0,212,44,493,496,0,493,712,648,191,116,98,114,18,42,43,65,0.34132491,5988.42903086,1324,428,29.9,9515554.42624473,17437.098259553
2900,37,119,004000,1,371190040001,Block Group 1,"Block Group 1, Census Tract 40, Mecklenburg County, North Carolina",993,425,514,0.17315175,0.2555332,65,904,5,0,0,19,0,19,425,0,279,260,405,49,234,76,32,36,47,0,0,0.7141593,1390.44608115,976,385,34,19909538.8940172,20649.5543939022
2901,37,119,003300,3,371190033003,Block Group 3,"Block Group 3, Census Tract 33, Mecklenburg County, North Carolina",791,459,578,0.20588235,0.16435185,717,42,0,0,0,0,32,28,459,0,44,475,225,47,233,202,18,6,0,0,0,0.20465612,3865.02001504,679,52,30.5,5705462.45851895,11894.7420427497
2902,37,119,000700,1,371190007001,Block Group 1,"Block Group 1, Census Tract 7, Mecklenburg County, North Carolina",1001,529,614,0.13843648,0.4188862,470,487,8,33,0,3,0,36,529,0,74,454,415,58,258,207,51,0,13,0,0,0.49088871,2039.15873315,736,206,33.5,13685137.0817541,23242.2706545712
2903,37,119,002400,1,371190024001,Block Group 1,"Block Group 1, Census Tract 24, Mecklenburg County, North Carolina",1814,962,1062,0.09416196,0.45018916,1517,172,25,22,0,20,58,20,962,0,259,967,490,98,499,297,73,53,18,22,0,0.18796003,9650.98803187,1022,680,29.6,5240004.06433066,11820.0639457154
2904,37,119,003011,3,371190030113,Block Group 3,"Block Group 3, Census Tract 30.11, Mecklenburg County, North Carolina",1899,863,916,0.05786026,0.97621879,1787,27,0,85,0,0,0,72,863,61,461,195,640,603,312,304,123,99,25,0,0,0.49382099,3845.52305077,1562,198,47.4,13766884.0317766,18158.0824467015
2905,37,119,005404,1,371190054041,Block Group 1,"Block Group 1, Census Tract 54.04, Mecklenburg County, North Carolina",2912,1179,1222,0.03518822,0.47826087,290,2215,0,14,0,393,0,523,1179,0,668,586,1256,402,441,406,83,186,34,0,29,1.21610273,2394.53454726,2707,-78,41.1,33902862.6848443,29499.5229918807
2906,37,119,005524,4,371190055244,Block Group 4,"Block Group 4, Census Tract 55.24, Mecklenburg County, North Carolina",1937,637,682,0.0659824,0.71242775,228,1614,27,15,0,0,53,0,637,0,404,663,720,150,203,205,34,103,71,21,0,0.73824266,2623.79852175,1895,-331,31.8,20580941.9709072,27237.7029885971
2907,37,119,001609,1,371190016091,Block Group 1,"Block Group 1, Census Tract 16.09, Mecklenburg County, North Carolina",572,326,342,0.04678363,0.18087855,45,493,0,34,0,0,0,30,326,0,147,260,165,0,201,54,48,23,0,0,0,0.28727942,1991.09285308,765,79,28.8,8008858.5926377,12012.4125775326
2908,37,119,001915,4,371190019154,Block Group 4,"Block Group 4, Census Tract 19.15, Mecklenburg County, North Carolina",1591,587,714,0.17787115,0,472,442,0,0,0,481,196,856,587,0,478,625,461,27,115,211,132,31,98,0,0,0.25848225,6155.16152463,1601,-244,26.5,7206042.7122541,12003.0434734856
2909,37,119,005836,2,371190058362,Block Group 2,"Block Group 2, Census Tract 58.36, Mecklenburg County, North Carolina",1229,437,470,0.07021277,0.9154013,952,63,11,169,0,34,0,179,437,0,208,233,682,106,60,192,109,46,19,0,11,0.43116203,2850.43652847,1672,-195,40.4,12020059.4696729,17518.8360433599
2910,37,119,005848,1,371190058481,Block Group 1,"Block Group 1, Census Tract 58.48, Mecklenburg County, North Carolina",2765,821,821,0,0.90759494,2143,210,0,300,0,79,33,92,821,0,880,406,1302,177,40,212,211,268,81,9,0,1.01007468,2737.42135581,2443,363,38.2,28159153.2807498,27016.547172478
2911,37,119,001100,1,371190011001,Block Group 1,"Block Group 1, Census Tract 11, Mecklenburg County, North Carolina",1324,687,737,0.06784261,0.41545894,1046,214,0,0,0,0,64,13,687,0,132,731,381,80,313,244,101,9,20,0,0,0.3757163,3523.93548004,546,345,31.1,10474327.5305697,16255.4065660424
2912,37,119,006107,1,371190061071,Block Group 1,"Block Group 1, Census Tract 61.07, Mecklenburg County, North Carolina",3661,1415,1495,0.05351171,0.63728549,1099,1912,0,49,0,294,307,494,1415,0,602,1025,1769,265,493,408,223,222,15,54,0,1.31824355,2777.1802866,2707,697,37.7,36750373.9551875,30516.5237544865
2913,37,119,005846,2,371190058462,Block Group 2,"Block Group 2, Census Tract 58.46, Mecklenburg County, North Carolina",2380,789,822,0.04014599,0.96761134,1996,76,0,209,0,40,59,93,789,0,733,167,1170,310,56,360,83,172,101,17,0,0.98384962,2419.06888169,2335,-208,43.6,27428043.6558818,25848.8875772691
2914,37,119,000900,1,371190009001,Block Group 1,"Block Group 1, Census Tract 9, Mecklenburg County, North Carolina",510,237,263,0.09885932,0.54444444,229,249,6,14,0,6,6,6,237,0,70,176,156,108,73,127,14,23,0,0,0,0.21568386,2364.57192485,694,8,36.7,6012896.75545234,10879.2128032455
2915,37,119,004305,1,371190043051,Block Group 1,"Block Group 1, Census Tract 43.05, Mecklenburg County, North Carolina",3204,1028,1187,0.13395114,0.63425414,667,1700,0,498,0,325,14,413,1028,83,461,1058,1404,281,263,351,173,139,45,25,32,1.2942413,2475.58163999,2907,-335,37.1,36081232.3120922,27375.9403830115
2916,37,119,001916,2,371190019162,Block Group 2,"Block Group 2, Census Tract 19.16, Mecklenburg County, North Carolina",2077,939,1156,0.18771626,0.52625938,915,1009,0,106,0,23,24,238,939,6,462,438,879,298,414,293,102,84,25,21,0,0.72806414,2852.77063639,2024,-242,38.5,20297182.2178223,20105.6121116784
2917,37,119,005611,1,371190056111,Block Group 1,"Block Group 1, Census Tract 56.11, Mecklenburg County, North Carolina",2914,1180,1211,0.02559868,0.52785924,728,1659,0,124,0,159,244,304,1180,0,740,855,1144,175,485,263,211,164,23,34,0,1.94910028,1495.0487822,2383,544,32.3,54337579.8385598,35341.3969930781
2918,37,119,004500,2,371190045002,Block Group 2,"Block Group 2, Census Tract 45, Mecklenburg County, North Carolina",1149,404,480,0.15833333,0.58571429,65,675,131,167,0,0,111,0,404,0,359,195,438,157,123,155,27,45,24,30,0,0.67115504,1711.97403211,1182,-31,36.4,18710653.7677678,20479.0285587793
2919,37,119,005305,2,371190053052,Block Group 2,"Block Group 2, Census Tract 53.05, Mecklenburg County, North Carolina",1644,573,690,0.16956522,0.44208809,72,1371,0,0,0,190,11,262,573,0,205,405,667,367,211,162,120,45,21,0,14,0.28467988,5774.90759094,1814,-263,42.1,7936387.745175,13506.5172797503
2920,37,119,003011,1,371190030111,Block Group 1,"Block Group 1, Census Tract 30.11, Mecklenburg County, North Carolina",1356,548,628,0.12738854,0.59451659,1086,105,0,107,0,0,58,33,548,57,380,159,441,376,199,151,77,87,13,21,0,0.50474125,2686.52502644,1680,155,45.3,14071322.0799238,15453.5060299444
2921,37,119,005913,3,371190059133,Block Group 3,"Block Group 3, Census Tract 59.13, Mecklenburg County, North Carolina",1794,635,672,0.05505952,0.26675978,960,367,0,412,0,0,55,364,635,0,475,734,486,99,149,229,149,49,30,29,0,0.69319483,2588.01699372,1597,329,30.4,19325085.4849125,20114.8155540196
2922,37,119,004500,1,371190045001,Block Group 1,"Block Group 1, Census Tract 45, Mecklenburg County, North Carolina",817,316,343,0.0787172,0.11006289,181,630,0,0,0,0,6,0,316,0,362,164,257,34,136,61,60,6,53,0,0,0.47720494,1712.05268747,1086,87,22.5,13303656.8895221,17195.7796416465
2923,37,119,004100,3,371190041003,Block Group 3,"Block Group 3, Census Tract 41, Mecklenburg County, North Carolina",630,300,321,0.06542056,0.30935252,406,143,0,8,0,18,55,124,300,0,29,436,165,0,96,140,64,0,0,0,0,0.50396385,1250.08966417,135,188,28.5,14049649.6580377,16298.6836118388
2924,37,119,005620,1,371190056201,Block Group 1,"Block Group 1, Census Tract 56.20, Mecklenburg County, North Carolina",2966,989,1005,0.0159204,0.76576577,649,1874,0,20,0,264,159,537,989,0,933,804,1107,122,375,155,136,153,143,27,0,2.52399315,1175.12204817,2394,-282,27.5,70364609.1663621,40677.8069821737
2925,37,119,005614,3,371190056143,Block Group 3,"Block Group 3, Census Tract 56.14, Mecklenburg County, North Carolina",2511,1001,1001,0,0.89182969,782,1640,0,0,0,62,27,144,1001,0,777,538,1066,130,342,310,165,71,113,0,0,0.67863911,3700.05200555,1757,830,34.5,18919296.8411316,24604.1932135305
2926,37,119,001509,1,371190015091,Block Group 1,"Block Group 1, Census Tract 15.09, Mecklenburg County, North Carolina",1609,479,479,0,0.62025316,202,1218,0,19,0,37,133,243,479,0,445,365,578,221,104,166,96,22,17,17,57,0.2643914,6085.67449622,1163,382,34.9,7370779.67900391,12212.2023505331
2927,37,119,005842,2,371190058422,Block Group 2,"Block Group 2, Census Tract 58.42, Mecklenburg County, North Carolina",1509,597,597,0,0.93344156,1364,0,0,52,0,18,75,155,597,0,385,235,557,332,168,206,87,85,51,0,0,0.31690847,4761.62722946,1381,282,46,8834865.67639902,11849.6032521619
2928,37,119,005617,1,371190056171,Block Group 1,"Block Group 1, Census Tract 56.17, Mecklenburg County, North Carolina",1833,724,754,0.0397878,0.84081042,808,830,0,12,0,33,150,404,724,0,493,281,864,195,251,204,78,160,21,7,3,1.08942351,1682.54125524,1826,179,38.8,30371262.8450346,32745.1113391586
2929,37,119,005917,1,371190059171,Block Group 1,"Block Group 1, Census Tract 59.17, Mecklenburg County, North Carolina",3573,1411,1569,0.10070108,0.64058172,1965,1072,0,68,0,350,118,614,1411,0,627,1241,1342,363,534,359,255,211,29,0,23,0.85477144,4180.06479019,3551,-301,34,23829564.8433252,21270.3465179415
2930,37,119,003109,2,371190031092,Block Group 2,"Block Group 2, Census Tract 31.09, Mecklenburg County, North Carolina",1829,577,613,0.05872757,0.20658135,1136,513,0,116,0,50,14,980,577,0,707,556,509,57,159,135,90,75,103,15,0,0.09769261,18721.98930912,1220,453,25.3,2723502.76175996,7958.97505151918
2931,37,119,006406,2,371190064062,Block Group 2,"Block Group 2, Census Tract 64.06, Mecklenburg County, North Carolina",907,334,347,0.03746398,0.81047382,783,41,0,0,0,83,0,120,334,0,145,84,524,154,40,122,117,55,0,0,0,0.43218921,2098.61787156,1092,-26,50.4,12048695.5081227,17100.7685453523
2932,37,119,004400,1,371190044001,Block Group 1,"Block Group 1, Census Tract 44, Mecklenburg County, North Carolina",1076,457,517,0.11605416,0.25688073,374,492,0,6,0,204,0,236,457,0,94,199,625,158,87,313,26,31,0,0,0,1.06436351,1010.93281561,881,-100,49.7,29672633.0410957,28882.0824673616
2933,37,119,005523,2,371190055232,Block Group 2,"Block Group 2, Census Tract 55.23, Mecklenburg County, North Carolina",3070,1330,1493,0.10917616,0.09929078,1143,1284,0,428,0,160,55,88,1330,233,389,1659,640,382,522,523,130,141,0,14,0,0.58645231,5234.86726482,2587,304,30.2,16349286.548176,17803.6706993521
2934,37,119,003016,1,371190030161,Block Group 1,"Block Group 1, Census Tract 30.16, Mecklenburg County, North Carolina",2499,1039,1117,0.0698299,0.2824287,1717,248,0,458,0,0,76,69,1039,0,773,480,968,278,318,311,192,166,37,15,0,0.40668454,6144.81189769,2379,92,34.9,11337668.9155805,16866.0641660727
2935,37,119,006404,1,371190064041,Block Group 1,"Block Group 1, Census Tract 64.04, Mecklenburg County, North Carolina",2038,667,695,0.04028777,0.88713592,2002,0,0,0,0,0,36,165,667,0,682,261,775,320,67,268,84,141,93,14,0,4.35721053,467.73044037,1750,534,40,121471572.006729,51184.1721357336
2936,37,119,001000,3,371190010003,Block Group 3,"Block Group 3, Census Tract 10, Mecklenburg County, North Carolina",1279,664,710,0.06478873,0.69146608,1138,52,35,7,0,0,47,106,664,0,47,791,382,59,287,286,91,0,0,0,0,0.2481006,5155.16689601,828,98,32.1,6916620.12167207,12931.6813080447
2937,37,119,006303,1,371190063031,Block Group 1,"Block Group 1, Census Tract 63.03, Mecklenburg County, North Carolina",2044,947,982,0.03564155,0.40991536,1437,451,0,61,0,69,26,403,947,0,538,497,699,310,379,397,57,70,10,34,0,0.82883714,2466.10570564,2149,-280,34.8,23106560.9909953,19397.0362320023
2938,37,119,005912,1,371190059121,Block Group 1,"Block Group 1, Census Tract 59.12, Mecklenburg County, North Carolina",1586,562,562,0,0.71573604,907,542,0,120,0,0,17,33,562,6,172,483,726,205,42,300,144,17,59,0,0,5.02589935,315.56541219,1584,-6,41.8,140113471.943492,53145.0555853068
2939,37,119,005301,2,371190053012,Block Group 2,"Block Group 2, Census Tract 53.01, Mecklenburg County, North Carolina",767,336,336,0,0.42424242,138,290,9,73,0,257,0,280,336,0,174,104,377,112,143,79,85,29,0,0,0,0.79492997,964.86486728,704,138,40.2,22161287.0394797,20169.8583017388
2940,37,119,006104,1,371190061041,Block Group 1,"Block Group 1, Census Tract 61.04, Mecklenburg County, North Carolina",1393,429,506,0.15217391,0.69825436,964,338,0,0,0,32,59,32,429,6,464,364,440,125,45,158,96,20,89,21,0,1.05158496,1324.6671006,872,648,32.8,29316388.8647176,25084.4648157972
2941,37,119,005510,1,371190055101,Block Group 1,"Block Group 1, Census Tract 55.10, Mecklenburg County, North Carolina",1830,670,730,0.08219178,0.48563611,319,676,0,92,0,743,0,743,670,0,504,339,914,73,168,233,72,129,68,0,0,1.43970924,1271.08998759,1899,283,38.2,40136629.5765943,27127.4279701608
2942,37,119,006407,2,371190064072,Block Group 2,"Block Group 2, Census Tract 64.07, Mecklenburg County, North Carolina",2587,735,735,0,0.82016349,2054,228,26,168,0,18,93,44,735,0,930,460,1092,105,59,96,222,238,109,11,0,0.81770475,3163.73360923,1921,518,31.2,22796208.851092,20698.9984888851
2943,37,119,005848,3,371190058483,Block Group 3,"Block Group 3, Census Tract 58.48, Mecklenburg County, North Carolina",918,334,334,0,0.98356808,823,18,0,23,0,0,54,39,334,0,198,162,459,99,37,135,79,83,0,0,0,0.37707544,2434.52609907,998,177,48.6,10512217.9403156,13322.5283403827
2944,37,119,002002,2,371190020022,Block Group 2,"Block Group 2, Census Tract 20.02, Mecklenburg County, North Carolina",1632,617,677,0.08862629,0.86631016,1533,94,0,0,0,5,0,5,617,73,369,269,645,349,190,182,108,99,0,38,0,0.78479085,2079.53494871,1581,67,45,21878625.8089992,21624.9033492506
2945,37,119,005844,2,371190058442,Block Group 2,"Block Group 2, Census Tract 58.44, Mecklenburg County, North Carolina",5016,1755,1973,0.11049164,0.83854749,3494,105,24,1283,0,0,110,247,1755,0,1334,696,2544,442,133,709,354,471,72,16,0,1.12562032,4456.20953254,3312,1941,39.9,31380368.0960766,30157.8056604042
2946,37,119,005000,1,371190050001,Block Group 1,"Block Group 1, Census Tract 50, Mecklenburg County, North Carolina",1176,445,515,0.13592233,0.28571429,42,1123,0,5,0,0,6,0,445,36,302,378,371,125,176,117,64,56,21,11,0,0.16573183,7095.80048685,1328,-60,30.4,4620319.71136992,9562.96259977612
2947,37,119,002003,3,371190020033,Block Group 3,"Block Group 3, Census Tract 20.03, Mecklenburg County, North Carolina",1769,526,561,0.06238859,0.93176471,713,704,0,352,0,0,0,0,526,0,463,317,609,380,23,211,75,99,118,0,0,0.39059491,4528.98886982,1229,189,46,10889117.684374,16711.3327067437
2948,37,119,005838,1,371190058381,Block Group 1,"Block Group 1, Census Tract 58.38, Mecklenburg County, North Carolina",2386,867,867,0,0.86303191,1434,85,46,690,0,0,131,0,867,0,705,536,1040,105,102,350,122,259,34,0,0,0.38229046,6241.32760205,1972,160,34.2,10657603.771932,12923.6901191027
2949,37,119,002800,1,371190028001,Block Group 1,"Block Group 1, Census Tract 28, Mecklenburg County, North Carolina",958,322,322,0,1,958,0,0,0,0,0,0,11,322,0,312,105,412,129,47,105,40,93,37,0,0,0.37449782,2558.09232748,879,32,42.4,10440358.1229459,18125.4651106247
